output_index,source_index,selection_rank,uncertainty_block,selection_key_sha256,prompt
596,2944,86,0,04f34e31869fb632bf9ee5aa9a82fbc2e99fba90cb46c1d0a8e06ba8dfa0b063,A filthy bathroom has a dirt covered sink and a rusty toilet.
597,2948,849,3,2b605b6b263542697dbe42aabde2b06d82761ec9007b7d0356e36f24f50a568e,A large orbital vase sits next to a candle on a table.
598,2953,966,3,31b0ab3716d31ed9fadfd17755aee4df414da6dac078880a698b2d828d427c39,Man in black jacket standing in front of a black motorcycle.
599,2964,962,3,316ff4ab8cf96b6551fda740c906c87989730c9a4af08c1695bcff72d94af793,a bench sits between a pond and the tree line
600,2976,624,2,203a3115c07457bc3c57154f0a384ae87c941e4bbfe21163db3f24337b5bbb3c,A truck made to look like a train parked on the side of the road.
601,2977,994,3,3309c25456d85ef8febc9dfb5b6c42ce940fd4149fd349e0c7c169a21beb648b,A train traveling past tall white buildings on train tracks.
602,2979,181,0,095bdfa8d11e6b2edde239031395084c377e35a4155cb293a0450832374bb293,The stop sign has stenciled spray paint on it.
603,2983,81,0,04a2b31aa3855964acde5625f74af2377a9e5ee2d0919dbf2d3446452b9d2c46,A row of parking meters on a curb side.
604,2994,804,3,29735836e5f08a9aa48ff3d7c241261eefd2053e16dafc826d511d3810637685,A boat sitting on top of a beach next to the ocean.
605,3003,310,1,1046c6b292d326b434cf1193d8cccfa083927ffcce2dae862a31077233e14897,"A brightly colored kite shaped like a fish flies in a clear sky,"
606,3008,620,2,20144fcb1283567c82771afa83cb82ab34502581a2461718b41bf67a4c97afff,a dog laying on a couch and covered with blankets
607,3010,2,0,002be02c18e37623804655b50a07ead7498c43b5f9991ab49a5eedb214520ad8,A dog is laying down with the remote control.
608,3011,712,2,250a2afe04f19f53e38b1d192d77ca20a364d07d2d738a495324ee4f58bdd781,A large boxer dog takes a nap on the bed.
609,3012,200,0,0a220f67697170af315d663a4b0c627fe3e2dbb62255b26c9db1c03ea8018dd1,The two bears are wondering about the point of the camera.
610,3013,111,0,05dd05d10600338ce58b396dd2b572a5ac34f668b7a2909a069497da8e6d92ad,A man in a red shirt tossing a white frisbee.
611,3019,533,2,1c164e9f1d5cdbb0fe7f5c81b1c4c7994727f27fbacfcef0fdafccef9af9c742,a man holding onto a some wires while skiin
612,3021,544,2,1ca44ffaef76f11a26610ef00afe8f9644cfc0969baf8f7a164eb24503d39cd5,A view from above looking into a shopping cart full of groceries
613,3025,947,3,30918f448f17e08ab2ba4fb8e00ec99f6485c644c6ce67d1c1d574641a2dc0b1,A couple of people riding skis down a snow covered slope.
614,3026,572,2,1dfa256d8f8440260d6e0ffff8dd2355d15e2770e20c25858cc8d8efe653d9df,a person holding onto a skateboard during a jump
615,3027,513,2,1b500ec9674a5c28ceffe8d3f37b971b5ed621386b9b220de80e5b13a4499912,"A sandwhich, a salad and a drink on a tray."
616,3029,191,0,09bad761bec746c7a2435f06b30338d073c22aae3d4a2215762a06b757d6b4eb,One person on a skateboard does a jump while another watches.
617,3047,983,3,328b74cfd76368e22172a1179754a2ce75588e6960c3a3adb51677aa3c7cba67,A cute black dog sitting on the couch.
618,3055,115,0,061502d7a0411e384655f27feb044570a334378bce09e0a1a843ac408939e9ac,A Windows laptop computer with a large mouse.
619,3062,197,0,09f4949a38d8578397335a0a2e97db707fed1d33896d24e668e336685d7e775d,A man picking up soup in a bowl with two utensils.
620,3071,949,3,30b91da2c49a04fc1d74a88c66c542b0ac8d6a8cc69c62c28eb21c722366a2b1,A snowy ladnscape with a car crashed into a pole
621,3072,930,3,2f66a8d20bba6d3ac5198e3ce468d73010d6ddbcd44a1ba97f1e520989780017,A cat sitting on the floor watching a television.
622,3091,346,1,1219fc5b90277b9d53643f702b2e31babec71357cb1c0fba271820a844557eb9,A tram like bus in a parking lot
623,3101,401,1,14d354c65c7e9ff19a860bac57aad68c8dcd0d419c77e96a3423eb2d65285847,An orange train traveling along train tracks near a train yard.
624,3108,938,3,301313492a2d8818d283da9f7cb0c79ce3465de4e79eee00716f98a21c9d896a,A here of cattle grazing a field near trees.
625,3109,382,1,140f868a69b4846a71acf01ee9ceb0003b5e76b26ea702f13930a0c219e73819,Two elephants are facing each other on the side of a dirt road
626,3110,78,0,0485156baf7bbae51fcdeb86e3190c1c31257c4835bc51e8af1b02be8e6fb92b,A medium sized red boat going down a waterway.
627,3111,109,0,0599ad05066183b6c0255d65439d348f1a4f8e245291118971ad38dce9e288f5,The men sit at a table with their phones in their hands.
628,3112,392,1,1461e55fca46e868267e2cd75f89fcda7027cb0363e9176c75e43fe3dbac9f73,Man riding an elephant up a hill near a field.
629,3117,209,0,0a796bab5492466ebe59e366306bdf2c035e549e3b5af06ef24fd0abd452c34f,A woman standing on a cobbled street holding a pink umbrella.
630,3119,324,1,112180f0fc5798cb2443029083852207a1ef244a32f64a7cecebbdeb2668aff6,A pair of green sneakers on a single bed with a nightstand next to it
631,3123,252,1,0cf56e0dfc584cbf0432cbcb0ade213a0c84c8407bc40d98aa64daf6902b9d63,There are a group of friends laughing together and licking out there tongue
632,3124,45,0,0269e8c4a8b2b750e1285c2a8e0df9a377469ca0900c9542039f234ca3481daf,"A young man is catching or throwing a frisbee,"
633,3125,92,0,050d4f3f503231d9358476210146b7b34588b90d4bbae6842182fe2fc07f6756,Two equestrians riding their horses on the beach together.
634,3127,599,2,1f560f5e1b6fe2d27065023e44ac01ac743fbe4a0e4aa9ac2ef263e7c0837965,Two horses stand and look out beyond a fence.
635,3130,396,1,14966f86eba3e8cc78eb83bc09a3d74734d1f7de78061aaf7c22413a501fd54e,A young boy in a black jacket riding a white horse.
636,3132,300,1,0f86bce361d06094b802c26908169a2b7f313c5483d8dcb63e9ea479245304be,A black and white image of a lot of round objects.
637,3139,871,3,2c720ad4e16f6a2e190c6fe66d76f9ba51cfd5a94ae41e7819131d1b43f72450,a bowl full of brocoli sitting on a towel with a fork and spoon sitting next to it
638,3145,490,1,1a5e24c5702641f21b04093a0ed251c9098987c5094b5ac0abe56cf6f1cfc3e7,A skateboarder performing a trick on a skateboard.
639,3151,626,2,207f00a50a36233b304c7a30edfc58af0de67e5676cc9cb18e854b3b30a5ce67,A man flying through the air while riding a snowboard.
640,3154,622,2,201c75a8ae8178e273394ff3f7b5a2af308b552aa27368c1d3d8dfb5fe069bc7,Person reaching into a basket filled with doughnuts.
641,3155,910,3,2e521325c110257c47c79d2f4d654ae34f2acc951098c7367799aa3fe995aa6c,a person parachute surfing on a large body of water
642,3158,353,1,126c34993ba119a57db90735c9496a39a5ae663bcc1c508a51b967ea3345f33d,The man stands holding a surfboard as he looks out at the sea.
643,3164,155,0,0822c4d9c12f2575cbe43d30e71f89352bc35be2ba39a32c077c38fb73fa87cb,a bed with a square object on it next to a window.
644,3168,780,3,28a9c72424f7072652c6219272a2962715510fc531b536c07773809baccab882,A man in a wetsuit on a blue surfboard.
645,3175,227,0,0b6edfb8b6d2073d62a07cabbd7512c6c2a6b4ea528b922423338bc30f92a4d2,"A pizza that is sitting on a plate, on a table."
646,3177,905,3,2e30edf06dc6ff5dc6efcc6248afbaeabe15ddbbf8f34f6decc975a60f190b2d,A male tennis player has just finished hitting the ball
647,3182,208,0,0a67b83725aea9edf39995fa70f385d42039ab257219c3871f62baa30ba6969a,A woman prepares to hit a tennis ball during a match.
648,3185,839,3,2b04f0f348b7b998ba7efd95851cbbb436362a643275f71b96244fa47a5c02bd,Two men are playing a Wii video game.
649,3187,558,2,1d7e4ab2aa1bc4198ae678c418bfb1396b44e0f548fa5261f9cf27ee8b35c276,A young man with his head next to the tv
650,3192,457,1,18963c9fe0ec097dd7fc3bfde0d6d0e224462474963a9cd518f1737a82659aad,a loaf of bread is sitting on top of a oven
651,3206,939,3,30197d6648ebedfbeee98e83e195eacd2f4616fb3b135ee799edd3727acb1101,People with drinks standing around a kitchen island.
652,3209,530,2,1be9bb3a11317c187b5f86336a9dda18c92bab06c1b704dc07e8bc4c47fd3946,A dog sits in the basket of a bicycle leaning against bleachers.
653,3221,793,3,29182e34b91372f81599f2f6496ec02403bfd19e2ab36b671819dafcd7460567,A group of motorcyclists are stopped at the side of the road.
654,3224,711,2,25082aa3556b1f6d90ef0bb738a6118bbf5ac3cc3d5cc0599336729b1f6f704f,A wooden bench is located by a lakeshore.
655,3228,811,3,29df3472eb13fa288db00d5d600618e66cd552bc20c7523e66f60ca04706c8fd,a public transit bus on a city street
656,3229,580,2,1e4e72ced1a306a750739835582c47d651ac026420faa5bb1c1b250d243cead5,An orange fire hydrant outside a modern office building
657,3230,308,1,101463924ebff1dddcf646d7752707a327b6dc4a14fbe2d39869124c63723d66,A red fire hydrant sitting on a sidewalk.
658,3232,97,0,05321596ac97a8f61de92a53495e7ee8db14102f96ee6cdcab15e8bd03325a41,A bunch of giraffes on a grassy field during the day.
659,3240,941,3,3044de3f57e6ea089aecce57b7f078d97fa4f7ce038b0433bad2ce933d7ba8e3,A large yellow and black toucan sitting on top of a tree branch.
660,3244,303,1,0fe09a92fee0194928a9667de2265cb6934dd5b8d0230fdd023df443baf83e9f,A lizard and some bird sitting on some steps.
661,3249,337,1,11caf4b26bc4bab9b5c1e649b34cc91683367defb19e56bda7dbc3585db3c60d,The parked bus is covered in colorful graffiti.
662,3253,149,0,07dd0e3bd7115e112150880d6907a2b1687350e87d7d9b2a42ac7e06b27496d6,A women dressed in a hat and tie poses for a picture.
663,3258,72,0,041b7c26cdf946a3a3c7dc648d1816b0bb56c4274e510f7b3af1234be0df3ce3,A cat is laying next to a computer keyboard.
664,3259,520,2,1bb649f766678559988f5ecadf81e4adef286a846e961f3d0fef9f848032dad0,A black and orange cat sitting on a wooden counter top.
665,3262,13,0,00b4817806102c447346657c778700999433189eb8586b072fc41f94df3f8feb,A BLACK AND WHITE PICTURE OF A PERSONA ND A UMBRELLA
666,3263,41,0,0235397c42b4a10a0539b6510bf111c210d5c6e570cac3dc19c99bec03952c8e,military people getting off and on the train.
667,3269,901,3,2dfbd2fae4b57a48661d480d3ae46fa259a24f2c7d379918ec36f94672a50a81,A man standing on top of a river next to the sun and a flying kite.
668,3271,102,0,056cd1cd68cf63ffb9ce6b8b4ffeda2a41e67346435015a3254f9a91e660385e,A horse and her young one standing in the pasture.
669,3272,984,3,32960586fcf6f44d047f60d60faca010cfa1b894591469650267271ef1427965,A fruit stand display with bananas and kiwi
670,3278,330,1,116e364fb8bb8d54c50d4e4abf08a652b896c584348f22b5ab0d50bab7355e0f,A plate with flower print  and broccoli on it
671,3285,172,0,090cef23dcf2dd976977f04fde6acac350c5b449cf149f0cb8f70e0d0b79385f,A group of women sitting at a table with plates of food
672,3286,40,0,0231962b2a7bf6b67c39e5c612c99deee3f9dab1770cb20d48dbc649edeb5bcd,A hot dog on a bun sitting next to a bottle of bubble up.
673,3310,274,1,0e069a71cc87c638152b7f3c64e0ee1cb5a5dca3f710ec1026d58236032f78f9,A red laptop with earbuds sitting on a table
674,3321,980,3,32770e06c3c5b274810bb5b901f65942b5c7008c2932c0f469354dc1be5b29bd,A group of young women sitting next to each other under an umbrella.
675,3322,548,2,1d1830ec1e4240e37b3db36ac4f1ae9549a1f6218559afb5a38952ec0ad1c2c5,a man standing on the bed while playing a guitar
676,3324,280,1,0e425ed7621d2e868d14c4ba94be4b23059ee15f1a05ebcb75a3b92561e43696,A person is skiing on a snowy hill top.
677,3327,912,3,2e6d869172f2668aebcbec39cf5030dfdf5f6264dd0d88961f720ddcd035a694,People serving themselves food from a buffet table in a private home.
678,3329,158,0,085818564e10d5b25a0fcecb707f80a75c4761483ddc7bffad22d0372370b34a,a fancy bathroom with some tile walls
679,3331,414,1,15a611f1c3db57c5996c8844d6d61ed7dc511312ec0d32c900fb59d31f6ed101,A bathroom sink with a large walk in shower.
680,3344,331,1,119348fbabc42a56d4093578833572fb89f1a0aee3df4565c15220fc1a224c3c,A gray and white tiger striped cat sitting in front of a brickwall
681,3349,31,0,01def0defa14f7505de46a3acbfdd5ead176608b85f8927b7dc0ca009caed66f,Green traffic light shown against a tall sky scraper at night.
682,3358,461,1,18d2116550d940db4a562e5949d804d7fe9ca7030d6888c54af30a4e95c2a360,there is a man sitting around many birds
683,3366,101,0,0558b0f9aec2e966b89fa1cc908692205ef2039330ca252f215e549c55900dfe,Two men on horses drive cattle down the road.
684,3370,465,1,18fe0c188a1918499d62789304706d456b5d1c28be9705351eaadd19b2cdb312,A small boat traveling in the water filled with people holding umbrellas.
685,3376,425,1,162951e0adc790012eb76160a4a005b46162f010e015cf09b34ef6aa8508b9ae,a panda bear walking on a field near a tree
686,3377,284,1,0e50f8e44aec821e9a3e19b382283fc2922ac404071ace42e39b6e78872573e0,4 men play a game on a park bench.
687,3381,35,0,020cd184717508efe9be24a5c28f98eed44a5a92acbea47bac8e8874171dbf41,The young woman is making a face at the horse.
688,3386,625,2,206a3e8effa09d23a9209227a1f77d18bef8198ac020a18145b6e46934dfc4dd,"Baseball players slide, and jump near a base."
689,3389,408,1,152cf7a1a5fe1ff7a7baad5c0a0609ff249e4fa07273b9e2e9ef7eeed859fd03,"Three rectangular bowls with food; Big bowl has nine meat and sesame seed patties with brown sauce, next to it, a bowl of shredded cabbage and carrots with yogurt dollop atop, and behind that is a bowl of cut broccoli and tomatoes with seasoning."
690,3416,557,2,1d7c4d318740323c53a79502507ae5286866dad7c494016fbf4705a99ea173a8,A kite being flown in the middle of a beach.
691,3417,189,0,09ae06e84d7057d64a659aeb8284373eb041c7fb41e6936c88732784a8af4d98,People are flying a kite on a windy manicured hill.
692,3419,463,1,18ef909a993d070de39cf423c8c7f213db1b7682ca59000a2ee0e4155ffb12a6,A man pitching a baseball from a mound on a field.
693,3423,668,2,2281bac96c4d4a1ad71d4b0f248df116eaa0bc339a93c3fc26d77b624d017779,A man with a piece of flat bread sticking out of his mouth.
694,3425,18,0,01036683c9d90595b36ed87822c3989ac11618beb59069fdf05d0f0cfa94afb5,"A woman, little girl and boy, walking with tennis rackets."
695,3440,728,2,260c8a2095b26ef604a978bd2f92d7f54b41f57ba641d5593b58c7521c696ce5,a blue plate with some shrimp a fork knife and other  items of food
696,3443,521,2,1bb6604d407191a736a812317188a5cc11a570950027fde05ae484ededb7e1b4,A little boy wearing a helmet and riding a bike.
697,3457,347,1,122ce3c925781f755ab732f458ab0e14060adbdac6ab841529046d17e72ee975,A colorful toilet seat open in a toilet stall
698,3461,856,3,2b94d94b41bfb7fcb9d167aea4f25b8f11b93560a74c1f4d47a7cbae522c17df,A urinal next to a red table with a plate sitting on the table.
699,3473,123,0,06c38dcca0409ea20440efc2c16a17c5e76e98d7b4107a1291bca82ffc895d4e,Men lined up an a runway in a desert greet an arriving jet plane.
700,3475,224,0,0b3abc954c599ac4af5dcb9e822476db032ede91c59236d5cea02bdd65dfe25f,A green traffic light hovering over a street.
701,3492,961,3,314ca0c0b7ba2385cde29f2e722d349d79b93e0cf20f0a3a83742a73362617f1,An oddly taken photo of some buildings and shops.
702,3508,460,1,18c1c5bfd8101bc43f9ad4090c4bbfa1772f0c5b91e4d0649ee08d03333cbf92,A man standing next to an elephant smiling
703,3509,230,0,0b897327591f896a738785dc6fec76f91500cf78289e4f95aef6795f43879d24,An elephant trying to reach something on the ground with his trunk.
704,3511,617,2,20012c8ba1e4170bc21677828754329d8df99a939aa33712dcb634a9c47e643c,The couple walks down the wet sidewalk with an umbrella.
705,3525,550,2,1d2c5113d3a07deceb5aad2a566096c4329e6b31b81b28bbd0d59af5d170ed91,White bowls of healthy fresh fruit on a counter.
706,3527,9,0,009028c41c286dbdd77060ecea6f6c1960142f46f710d39b329807d281a57001,A baseball player attempting a bunt during a baseball game.
707,3529,773,3,286b0ef3ac7625a8faae8a5ad767585967a2700d7ae26b0f0bed9f5bbc66302e,A man is grinding a ramp on a skateboard
708,3530,766,3,281e129e7fd03067ae0549c6621ba6e214be6c61e6a6d2137f65e3e323ad6642,A group of young men holding skateboards in front of a building.
709,3540,943,3,307050a3a977db602fa0c0592782300414c8fe7f2095a210286d0bbb2fad471b,Many cupcakes and half of a cake sit on a table.
710,3547,632,2,20c54fc33b1f101d1326171c4b3ff7e14259d3351420c15f1c24eae1d0b010ae,A group of people on a court playing tennis.
711,3557,969,3,31d550cd8a41765af945b83526ece2a1d7782c158d53043f9677ff1dc52d8e23,A living room painted red with black couches and coffee tables
712,3566,771,3,285661521e20dd4146adae79ab0a5abe4e7d40f046fb725afe8733b8518455f0,A man laying on the street playing with a soccer ball while people look on
713,3573,435,1,16eb73a68f134fc38325c306cb31e003fa7138cbea928c0f559e2f7b29704b87,"A laptop, cellphone, mp3 player, and a book are on a table."
714,3574,14,0,00d17003c99e0994b66176000198dc0fd75228c21c56a819bf25b09df44e8939,Student working on the computer while another student shows her a mobile phone.
715,3579,872,3,2c783669aeeaac0d12663110240a15afe5f691234534cfa318488ac79c8f4201,A large building with a clock at the top of it .
716,3581,697,2,2454f985dc7f1dfdf274a8f440ff5f352aa42870ecb272d58e6bb43e0f28a9df,A baby sitting in a chair getting a haircut at a salon.
717,3582,813,3,2a0c872368600fa31b3f7a57117d3261d5b1e78b19b4fddedf4e61cd36f1673b,an image of a woman doing arts and crafts with kids
718,3586,196,0,09f0af52211d8c34932b7beae9d8fa795fd8fc6cf4de94b1823b5e761a3cb319,A fruit salad that includes a variety of fruit.
719,3589,517,2,1b69bedd041c0f348f5f1329063b293891e4e401b0f021da5410498e7d59b291,A bare kitchen has wood cabinets and white appliances.
720,3591,578,2,1e43a6c977568c6219723bd8a8843bdc3c9c8f895488188841b9cc06d8af70b4,A bathroom with a white shower curtain that has four trees on it
721,3602,699,2,2485af23fa9bfbc275bed4ac562e349801c947f6bea15e91ba918084d877dfe5,A large propeller plane mounted to the ceiling of a building.
722,3609,559,2,1d886d3d3697afd6cc2c72bea2d18bf5738b78906a427f4aa49c644c1e813aa2,An Orange bus is parked next to the people.
723,3617,669,2,228dbe5f9e22921922aad99f34c300b4cd5770f7c6f8ceea571ced41d05e27d1,A group of giraffe Standing up against a dirt wall in front of a crowd of children.
724,3636,614,2,1ff1173abf5f137251cfaca6c45fd612dcf603f60a8c280ace108c0757e53fce,There is a cat lying down on something.
725,3644,139,0,0774ee3ca1f7e6ee2cd800aaf51522fc69a5fa54c4d87ff81554c877322ae145,The sun shining through different colored umbrellas.
726,3645,405,1,14f9c57af6e57bea75ed0c7e552ab5804fce355887ca4fe0ea18579bc3a49471,A teddy bear sitting on a chair inside a room.
727,3654,863,3,2bd8c1db78f61c7c3ea8a7e05e5c5689191efa24a292f300f396332e04f6dad5,A baseball player is about to swing at the ball.
728,3655,601,2,1f95064d6c07b2e62b8e3f7cea10e039035100ec96d0c684ae384fe3d3df0bc7,Some green bananas and coconuts are sitting on a picnic table.
729,3656,553,2,1d5302815b9542511d0f105992ef421b025a35dbebed346669bc6a058a8f198d,A man standing with his hands over his eyes by a fruit stand.
730,3681,989,3,32f6634dbfd6daab253350581e573ca8bb8952cacc7265d1439c0fe61de1ea9b,Two people in a living room playing a wii video game.
731,3684,316,1,10ad7db528a90e98262fefc28ebe45f6dc521c642e1a15c7a8f36a5a0bb13072,The computer desk has two monitors and two keyboards near a laptop.
732,3685,633,2,20cf7908d7f54ce2b608ed7991791f5adcf5212f294d4b8ed480e974507c22f7,Kites fly over the grass on a clear day.
733,3686,705,2,24c8245b1a1f5ada45bbd327a607ff145474582423a0f480561b8384d4561d2c,A kite is flying over the water of a bay.
734,3687,649,2,2183d14b3a1f48e18964f70e375f565368f542a71fe0d68639bc1ba306c1d861,there are many people that are sitting on top of a hill
735,3696,305,1,0fffaea55b3c439a67657548e914e3ce6f7338cfadb001949dfe6aa6e6e38166,A close up of a black and white teddy bear sitting on a bench.
736,3701,964,3,318065b0e20aba18232158c6d86ebcb074fe90c08a19034f308d803be9237f6c,A woman holding a small girl with sun glasses on her head.
737,3702,354,1,1290dc088b80e9190140a9729a170f3e7fab5f42cba2c8aadc4dbab0d2aa2c65,A women with several piercings looking at her cell phone.
738,3703,525,2,1bc7dd9d34f2893d81351f71f177623681eab0098d20115bdffe0282a07fa78a,A night sky with a view of the moon and a large roman numeral clock
739,3715,279,1,0e3da8b428836f27017bbb8945e17ae0b8e3d9b9c26bd0fef5d3629f01aa18cd,A small bathroom has an open toilet seat.
740,3721,295,1,0f3ee8b148a3c6718d73f0336c9b96d47c0a1ef92e435c103192aa62aa4d9d0f,The large living room has been decorated in modern furnishings.
741,3723,805,3,2979831e3d927a5b2ffb39f8c4c693a1f9148b76483a7bd36a087787ef9b29a8,the view on a street through a window on a rainy day
742,3729,746,2,26f2f012bc78024c482720097dcd4c807602189a171fc6a98141a1b24fa3b4eb,there is a white and a red bus that is stopped on this street
743,3731,116,0,06265a22109bee29438d579bcaab7a0e461b7be8ff4e419919774e745dde4eed,A bright yellow bus stops to take on passengers.
744,3732,612,2,1fd21f6d3641a3ea57bf5f7582dae1927c11037b6cd08e2002a9690cdbdd8336,A double city bus is pulled up to a bus stop.
745,3736,178,0,0942b208ebf759dccdb2ac1930c24527eabcb5435ae34637119670e3a7c2e989,A marsh area with egrets and shrimp boats
746,3738,216,0,0adc962f07a7e2191aeaca3ae29756f33d1860474558df9e5c060bf015a0b2ff,Kids are standing in hay next to a sheep.
747,3740,242,0,0c38a22944d19061cbe484fe42d8d120c5fb875e8be962ac1c30f6ee821d35d2,A sign stands in front of a building on the street.
748,3744,297,1,0f4912d1a47ccb701b744c45fcc89c610765007bd0429e1f2e712e355eca4c54,a street sign below a bunch of power lines
749,3746,293,1,0f3772250783eb41d72758e0f0aec2a547e57edae5839cda10c6db4ae9f732d6,Tree green lined roadway on a misty day.
750,3748,232,0,0b91bc0112fa8da300dd87b8ab3d88e98f4a401558f1b4e6bb31dfd1e3bf551c,Dark surrounding a lit street sign and American flags.
751,3750,510,2,1b1270c07b84a7a97633e06eb0ee2bad21c0390df43303f0ff88aad333520b71,A small red sign that says whoa in a stop sign shape.
752,3752,583,2,1e5da22310ad5e374a7f13c61c34286aed736d866342521002ff7d4c62bbfba8,A photograph of a highly decorated parking meter.
753,3754,17,0,00f4d72389bd42104925a9f6a1fcf7796c45c89fcd7312e7123e6ca1e51d1c3f,An old yellow truck in a parking lot.
754,3758,637,2,20efaccfbd00c439b0ee069ee51b67aa6067b9dc46a63438e29f8d05db8864c2,A kitten laying over a keyboard on a laptop.
755,3760,808,3,29896cccd66c84b3fddb13887e60ee859a1e91c410c632925c2e56f6e79fe13f,People sitting at the beach watching the waves roll in.
756,3765,466,1,19359bd2fe080e93cc345e7e65c5a723f9acc8edd1aab75a24e8b0a097a016e2,An elephant that is putting its trunk over a fence.
757,3774,817,3,2a3fe7649b9d973b642ec8fea112089aa4138ff5c71ee173fd16ada589127aa8,An apple computer is on a table with supplies.
758,3778,87,0,04f3665b6f7734ef815c0be6b3bc74eb9a46f725bab59fc5eb2a892f469e8da0,"A meal with a cheesy sandwich, salad, and water."
759,3783,496,1,1a802543ae885a9343b941d144c4dfb475280ab6796c2f9a292f5d16efa11179,A woman is holding a baby with another young boy beside her.
760,3788,686,2,238b532491e05b77a8cb0ffc650b5f8a7ca039647aa28af7b10b52747fbddd20,White flowers on a white decorative wedding cake.
761,3790,454,1,1866117c9fccbeb6165dde5fd297348fbf402c77dbb81256af256b179be454bd,The man is playing soccer in the field.
762,3803,750,3,273c5dde543055ef820e5e57573b515c9063a47a29dbad04a5ccf2460f578171,A man laying on top of a tennis court while holding a tennis racquet.
763,3811,107,0,0580db5189f5fb2d6966a0879ac16a6e7d8aa55749c2c49156dec350a6e7908f,A person talking on a phone with a tree in the foreground.
764,3819,991,3,33014dff31f03a95ec80311271bca76a179c1429541991ee5aeb2ec84aede91c,A man and woman at a table with several drinks.
765,3827,164,0,0893fbf47346f1c2efe4b7314e07450e35342ec44ba568df4af4c3139d4dfecf,A black and white cat drinks water from a sink faucet.
766,3828,645,2,2163d7fa7b77e637afe76fa9cfe12eac63183b2b834a4684674f03f8587f0c72,A person riding a very tall bike in the street.
767,3840,666,2,227ded496cc988512c613d588a32c9c4d2d948375b8278b39a592bd733fa5397,A green motorcycle is in a large parking lot.
768,3858,747,2,27038294bfb9a2fa535e6df473cd9949a0ebac16ddcea9037731865486fc6866,A light pole and street sign in front of a store front.
769,3864,978,3,324d6f60026947ac16ea24239d8753fa0a34b14f9c43b7fa3b5e027c6e4e5f01,"A high speed train in movement, with workers."
770,3878,564,2,1dcb513c3ef41da5449440a99a328cba227a877b119215d779da41c1a437c0fd,Two zebras made of Lego stand in a field.
771,3880,416,1,15ab45900cf1d441dbe4b3abf790adc01d050f4f5f959fb68a7e307495759757,A man is exiting the building and greeting someone.
772,3904,542,2,1c712dda53ce2c3b564456322d59d7bd3c34148ec7b3431d990e4b3489d7d2f8,Four children are playing a video game near each other.
773,3914,479,1,19ea3ce2adb7482ccc5fdeab81f05e58fd904b08cd3d9788fc68c832b3b21f08,A man in grey shirt sitting in chair on cellphone.
774,3916,723,2,25a5ca8e9fa2f208fa2bec53b16c833d77ed54b0cd1ba68354124be44035bc94,A kitcken that has two different refigeratator in it.
775,3918,777,3,2892bf95e3617c56f73abdb57be08abd68b2b23e934a7a9f4731885ce4a077e3,"A blender, lime, salt, and tequila on a counter."
776,3920,148,0,07ae99a9cacd979f49e101f448921edc5ab1e4edec907897601c962e2f40842c,A close up image of the finger holes on a pair of scissors and sharpie markers.
777,3921,371,1,13c32030d992633a447cc0b8404ed3f17d5e83b5efc2efcd33184591f4d2cb54,A piece of food sits on the plate on the table.
778,3929,376,1,13f6f6294651ab13ea48f48d0e9a83d76be624be094d3e6491cfa63683c83992,A KITCHEN WITH A SINK AND TABLE IN IT
779,3934,450,1,1809d37028bcf344897154e4603cbf0934ab078d4eb12066bbe3bc1461c60757,A white and gold fancy toilet and stainless trash can.
780,3940,656,2,21ce9933823a5f3487dbbe5ad2ebfe8601ff480c05fac5dab6c255438f7d247f,Two commercial jets on a runway at an airport.
781,3941,756,3,27940774a1c0464a81220b5737d5972e3157f89acf0e101876783b048810a30f,A plane is flying in a clear sky
782,3944,249,0,0cc5d71cf00bcc7c1a7405377efb7909390c424d4deb7ad5628f70c97ce80699,Egyptair airplane standing on the tarmac at airport
783,3977,34,0,02087ffa2005d03c23ae63f8055cbac5103d0e270cbbae38b4b46f27ee9b8b66,a smiling man wearing a suit and tie in front of a colorful wall
784,3978,219,0,0aeeb924fed0e811a67664c94ad91786a63a772afff26d0fac656dbd5a8d8d84,The people are sitting outside under a large umbrella.
785,3983,940,3,3024e5222a408629183fbda2be5adcb2af4a53d6b466e98690e7c03cc7047e2c,A cave located on the side of a mountain side.
786,3985,185,0,0997fc74b5f81619e1243ab8148ae0a0ec4cbf30cae8ac60fa4a7eac94ffafa4,A pair of black bears are shown through nightvision.
787,3988,846,3,2b3c923dc795eea22efdb8e478fb6fd47a5aff79c344091230ed71e697ad01c0,This is a picture of zebras in a field.
788,3990,82,0,04bc8bc75e5d85f5e5494889a93e80a7e5c114364fc57a5bb6aff82195b5a575,Slices of orange peels on a white plate.
789,3992,681,2,233923ec7989104986f4159f0b84189bfae2cfb1c511012b0e5288a16d321cb5,A blue vase with an orange floral patters sits in front of a map.
790,3999,287,1,0e76a62ace888e5f05c4a88c068052a7683ef1ca961b594fc14b69104b63be0d,A little girl looking down the hill with her skies.
791,4011,959,3,313b8a4754706069d5b6521cb8ad2e0d48712b2d8048d3f429171eef2c9ad12b,A cake is shown with three tiers and flowers.
792,4012,928,3,2f32e30bcafb8c8a12b458b6ddb616c049e5bb6d757e48ac45ad2ca1f1794276,A tray topped with two plates of food and a drink.
793,4018,459,1,18bb59fe5608f93a22bdc7e5f385e423b4f58d0100aef19cc5d140f0624dc7de,A woman is slicing a cake with her friends.
